BCODE,Basin_Name,Continent_,Area_km2,Pop_2007,PopDen2007,Pop_2012,PopDen2012,Pop_2015,PopDen2015,Pop_2020,PopDen2020,Dams_Exist,Dam_Plnd,Dam_Plnd20,runoff,withdrawal,consumptio,HydroPolTe,NumberRipa,Riparian_C,Count_of_T,Count_of_R,Wetlands_k,Events__19,Paired_Int,EstDam24,Pop_2022,PopDen2022
OBXX,Ob,AS,3047571,24952424,8,24997536,8,21537443,7,21325243,7,6,2,2.000000000000000,160,22100,6010,4,4,"China, Kazakhstan, Mongolia, Russian Federation",29.000000000000000,2.000000000000000,463935.533508999971673,15.000000000000000,20.000000000000000,93.000000000000000,28569200.0000000,9
ODBN,Oued Bon Naima,AF,369,71535,194,68638,186,60715,165,62219,169,0,0,0.000000000000000,0,0,0,3,2,"Algeria, Morocco",0.000000000000000,0.000000000000000,0.036847077072700,0.000000000000000,0.000000000000000,0.000000000000000,60739.0000000,165
ODER,Oder/Odra,EU,119252,15339082,129,15037045,126,13254191,111,13148709,110,15,0,0.000000000000000,180,4720,630,1,3,"Czech Republic, Germany, Poland",10.000000000000000,1.000000000000000,1858.575191330000052,16.000000000000000,21.000000000000000,62.000000000000000,16068600.0000000,135
OGOO,Ogooue,AF,214936,874779,4,1003387,5,1370907,6,1588562,7,0,1,3.000000000000000,1450,70,10,5,4,"Cameroon, Congo, Equatorial Guinea, Gabon",0.000000000000000,0.000000000000000,2111.526455530000021,0.000000000000000,0.000000000000000,2.000000000000000,1032650.0000000,5
OKVG,Okavango,AF,690181,2170692,3,2422923,4,2612069,4,2511976,4,5,2,2.000000000000000,50,240,60,2,4,"Angola, Botswana, Namibia, Zimbabwe",5.000000000000000,2.000000000000000,17630.079066499998589,5.000000000000000,14.000000000000000,12.000000000000000,1820720.0000000,3
OLNG,Olanga,EU,41766,61730,1,57610,1,35053,1,32774,1,0,0,0.000000000000000,300,10,0,2,2,"Finland, Russian Federation",2.000000000000000,1.000000000000000,11051.208282800000234,0.000000000000000,0.000000000000000,2.000000000000000,66774.7031250,2
ORAL,Oral/Ural,EU,211721,3438645,16,3645419,17,2893674,14,2905141,14,1,0,0.000000000000000,50,3870,860,3,2,"Kazakhstan, Russian Federation",4.000000000000000,0.000000000000000,1586.047937459999957,3.000000000000000,3.000000000000000,26.000000000000000,3808500.0000000,18
ORAN,Orange,AF,965595,18265254,19,19833448,21,19695735,20,20698154,21,95,3,6.000000000000000,30,5640,2190,3,4,"Botswana, Lesotho, Namibia, South Africa",9.000000000000000,4.000000000000000,1805.233167410000078,20.000000000000000,27.000000000000000,603.000000000000000,18060600.0000000,19
ORIN,Orinoco,SA,973800,14041936,14,15102530,16,17202874,18,15212428,16,17,1,4.000000000000000,1180,7150,1560,4,3,"Colombia, Guyana, Venezuela",0.000000000000000,0.000000000000000,60722.725511299999198,3.000000000000000,4.000000000000000,64.000000000000000,11082600.0000000,11
OUEM,Oueme,AF,59873,13465074,225,16963332,283,17113929,286,19518457,326,1,0,2.000000000000000,340,470,60,3,3,"Benin, Nigeria, Togo",1.000000000000000,0.000000000000000,544.483770039999968,0.000000000000000,0.000000000000000,4.000000000000000,14555400.0000000,243
OULU,Oulu,EU,25972,104481,4,102896,4,101590,4,102938,4,1,0,0.000000000000000,350,90,20,2,2,"Finland, Russian Federation",1.000000000000000,1.000000000000000,5019.622430989999884,0.000000000000000,0.000000000000000,15.000000000000000,164991.0000000,6
OYPK,Oiapoque/Oyupock,SA,25994,22416,1,38464,1,37984,1,46719,2,0,0,0.000000000000000,1390,0,0,3,2,"Brazil, French Guiana",0.000000000000000,0.000000000000000,425.788359064000019,1.000000000000000,1.000000000000000,0.000000000000000,30764.3007812,1
PANG,Pangani,AF,40317,4465392,111,5467748,136,5379708,133,6042045,150,1,0,1.000000000000000,140,550,250,3,2,"Kenya, United Republic of Tanzania",2.000000000000000,0.000000000000000,494.940914964999990,0.000000000000000,0.000000000000000,5.000000000000000,4678490.0000000,116
PAZX,Paz,NA,2177,816590,375,836618,384,799676,367,842135,387,0,0,0.000000000000000,860,140,30,2,2,"El Salvador, Guatemala",1.000000000000000,1.000000000000000,3.873646974810000,0.000000000000000,0.000000000000000,0.000000000000000,608213.0000000,279
PCHA,Peschanaya,EU,1335,4082,3,4440,3,12451,9,12266,9,0,0,0.000000000000000,null,null,null,N/A,2,"Finland, Russian Federation",0.000000000000000,0.000000000000000,156.541279032000006,0.000000000000000,0.000000000000000,0.000000000000000,8397.3798828,6
PDNL,Pedernales,NA,320,55454,173,60361,189,55378,173,58932,184,0,0,0.000000000000000,0,0,0,2,2,"Dominican Republic, Haiti",3.000000000000000,0.000000000000000,0.005487862542740,0.000000000000000,0.000000000000000,0.000000000000000,69523.8984375,217
PKCN,Pakchan,AS,3226,219779,68,298647,93,294431,91,330061,102,0,0,0.000000000000000,2030,120,40,3,2,"Myanmar, Thailand",0.000000000000000,0.000000000000000,185.764147071999986,1.000000000000000,5.000000000000000,0.000000000000000,305269.0000000,95
PLDV,Poldnevaya,EU,2569,20101,8,23436,9,17400,7,17482,7,0,0,0.000000000000000,null,null,null,N/A,2,"Kazakhstan, Russian Federation",3.000000000000000,0.000000000000000,496.613145079999981,0.000000000000000,0.000000000000000,0.000000000000000,17807.9003906,7
PLNA,Palena,SA,13230,15432,1,13746,1,12039,1,12376,1,0,0,7.000000000000000,2280,0,0,3,2,"Argentina, Chile",3.000000000000000,0.000000000000000,419.543171491000010,0.000000000000000,0.000000000000000,0.000000000000000,10844.7998047,1
PNDR,Pandaruan,AS,1197,16842,14,19235,16,27444,23,27874,23,0,0,0.000000000000000,1980,300,10,3,2,"Brunei Darussalam, Malaysia",0.000000000000000,0.000000000000000,34.142344819500003,0.000000000000000,0.000000000000000,0.000000000000000,19637.3007812,16
POXX,Po,EU,74117,17624658,238,18919311,255,16740229,226,16916027,228,33,0,0.000000000000000,680,18570,5550,1,3,"France, Italy, Switzerland",8.000000000000000,1.000000000000000,1296.208045220000031,0.000000000000000,0.000000000000000,117.000000000000000,17802000.0000000,240
PRLN,Prohladnaja,EU,1791,51590,29,48075,27,60495,34,59891,33,0,0,0.000000000000000,350,30,10,3,2,"Poland, Russian Federation",1.000000000000000,0.000000000000000,31.347454824500002,0.000000000000000,0.000000000000000,0.000000000000000,59276.3984375,33
PRNU,Parnu,EU,6923,84968,12,83406,12,76483,11,68033,10,0,0,0.000000000000000,410,100,0,3,2,"Estonia, Latvia",0.000000000000000,0.000000000000000,532.554724833000023,1.000000000000000,1.000000000000000,0.000000000000000,103144.0000000,15
PSCU,Pascua,SA,14107,359,0,53,0,4088,0,6267,0,0,0,0.000000000000000,320,0,0,3,2,"Argentina, Chile",3.000000000000000,0.000000000000000,1406.347878499999979,0.000000000000000,0.000000000000000,0.000000000000000,1108.8399658,0
PSOU,Psou,EU,423,5971,14,12160,29,30433,72,30635,72,0,0,0.000000000000000,1360,30,10,3,2,"Georgia, Russian Federation",1.000000000000000,0.000000000000000,0.199131012265000,0.000000000000000,0.000000000000000,0.000000000000000,21443.0000000,51
PSVK,Pasvik,EU,17961,10398,1,8183,0,8886,0,8562,0,2,0,0.000000000000000,370,0,0,1,3,"Finland, Norway, Russian Federation",11.000000000000000,1.000000000000000,3503.017122159999872,2.000000000000000,4.000000000000000,8.000000000000000,26985.5996094,2
PTIA,Patia,SA,22303,2384154,107,2424476,109,1811213,81,1883447,84,0,0,0.000000000000000,1130,380,60,3,2,"Colombia, Ecuador",0.000000000000000,0.000000000000000,528.282815833999962,0.000000000000000,0.000000000000000,0.000000000000000,1753340.0000000,79
PUEL,Puelo,SA,9163,18418,2,19900,2,119692,13,130907,14,0,0,0.000000000000000,1040,70,20,3,2,"Argentina, Chile",3.000000000000000,0.000000000000000,250.107767424999992,0.000000000000000,0.000000000000000,0.000000000000000,43508.3984375,5
PULT,Pu Lun T'o,AS,48675,141402,3,151014,3,193795,4,197835,4,0,0,0.000000000000000,30,1480,560,1,2,"China, Mongolia",4.000000000000000,0.000000000000000,1434.972569519999979,5.000000000000000,5.000000000000000,1.000000000000000,207756.0000000,4
PUNG,Pungwe,AF,32137,2074305,65,2285355,71,1850137,58,2185393,68,1,0,1.000000000000000,660,70,30,3,2,"Mozambique, Zimbabwe",5.000000000000000,1.000000000000000,841.816162606000034,1.000000000000000,1.000000000000000,2.000000000000000,2209780.0000000,69
RAKU,Rann of Kutch,AS,402772,85516696,212,93672601,233,89009955,221,95483898,237,1,0,0.000000000000000,null,null,null,N/A,2,"India, Pakistan",0.000000000000000,0.000000000000000,10627.470032400000491,0.000000000000000,0.000000000000000,66.000000000000000,82123800.0000000,204
REDX,Red/Song Hong,AS,141303,26180684,185,27318930,193,24685972,175,25047013,177,2,14,40.000000000000000,770,13600,3410,5,3,"China, Lao People's Democratic Republic, Viet Nam",4.000000000000000,0.000000000000000,1031.722077939999963,7.000000000000000,10.000000000000000,121.000000000000000,19355200.0000000,137
REZV,Rezvaya,EU,771,4281,6,7360,10,17173,22,16837,22,1,0,0.000000000000000,0,0,0,2,2,"Bulgaria, Turkey",3.000000000000000,0.000000000000000,2.039916905170000,2.000000000000000,2.000000000000000,1.000000000000000,2405.7900391,3
RGNA,Rio Grande (North America),NA,538402,17287866,32,18818287,35,19029736,35,24162049,45,35,0,0.000000000000000,20,18860,8710,1,2,"Mexico, United States of America",28.000000000000000,1.000000000000000,2226.466600570000082,31.000000000000000,31.000000000000000,147.000000000000000,15372400.0000000,29
RGSA,Rio Grande (South America),SA,8632,35460,4,44159,5,22910,3,25825,3,0,0,0.000000000000000,130,30,10,3,2,"Argentina, Chile",3.000000000000000,1.000000000000000,271.944756462999976,0.000000000000000,0.000000000000000,0.000000000000000,68639.7031250,8
RGTH,Rach Giang Thanh,AS,2213,838396,379,718566,325,515646,233,475172,215,0,0,0.000000000000000,null,null,null,N/A,2,"Cambodia, Viet Nam",0.000000000000000,0.000000000000000,108.244168754000000,0.000000000000000,0.000000000000000,0.000000000000000,383042.0000000,173
RHIN,Rhine-Meuse,EU,198295,58039191,293,58038486,293,52317104,264,52676211,266,52,0,2.000000000000000,460,28830,2750,1,9,"Austria, Belgium, France, Germany, Luxembourg, Italy, Liechtenstein, Netherlands, Switzerland",59.000000000000000,9.000000000000000,2786.362640570000167,19.000000000000000,52.000000000000000,327.000000000000000,61870000.0000000,312
RHON,Rhone,EU,96707,10663156,110,11201070,116,10331309,107,10693206,111,38,0,1.000000000000000,540,8210,1650,3,2,"France, Switzerland",14.000000000000000,4.000000000000000,1211.082673399999976,2.000000000000000,2.000000000000000,186.000000000000000,11175000.0000000,116
ROIA,Roia,EU,696,12653,18,17359,25,26971,39,26873,39,0,0,0.000000000000000,650,170,20,2,2,"France, Italy",2.000000000000000,0.000000000000000,0.906281299915000,2.000000000000000,2.000000000000000,0.000000000000000,15159.5000000,22
RVMA,Ruvuma,AF,155157,3835885,25,4650934,30,4317466,28,4825900,31,0,0,0.000000000000000,360,120,20,2,3,"Malawi, Mozambique, United Republic of Tanzania",2.000000000000000,1.000000000000000,1177.046165929999916,2.000000000000000,4.000000000000000,1.000000000000000,3840750.0000000,25
SABI,Sabi,AF,102395,4403910,43,4634746,45,4871754,48,5441760,53,21,1,1.000000000000000,130,780,360,5,2,"Mozambique, Zimbabwe",5.000000000000000,1.000000000000000,420.178979565000020,1.000000000000000,1.000000000000000,170.000000000000000,4345870.0000000,42
SACL,Santa Clara,NA,4604,90702,20,100145,22,148735,32,157891,34,0,0,0.000000000000000,null,null,null,N/A,2,"Mexico, United States of America",2.000000000000000,0.000000000000000,87.075130985300007,0.000000000000000,0.000000000000000,0.000000000000000,162689.0000000,35
SAIG,Nha Be-Saigon-Song Vam Co Dong,AS,46008,23263503,506,28678288,623,28377683,617,32189145,700,4,1,2.000000000000000,1160,8960,2370,5,2,"Cambodia, Viet Nam",0.000000000000000,0.000000000000000,1795.268777000000000,2.000000000000000,4.000000000000000,80.000000000000000,24540800.0000000,533
SALC,Salaca,EU,3585,33902,9,32547,9,25209,7,24460,7,0,0,0.000000000000000,380,10,0,3,2,"Estonia, Latvia",0.000000000000000,0.000000000000000,239.259047157999987,1.000000000000000,1.000000000000000,0.000000000000000,30834.3007812,9
SALW,Salween,AS,265357,10442422,39,11387419,43,11415830,43,12138080,46,4,31,54.000000000000000,660,2590,890,5,3,"China, Myanmar, Thailand",1.000000000000000,0.000000000000000,1225.329164559999981,50.000000000000000,66.000000000000000,32.000000000000000,9298320.0000000,35
SAMR,Samur,EU,6879,226553,33,243052,35,288758,42,310126,45,0,0,0.000000000000000,290,210,90,3,2,"Azerbaijan, Russian Federation",2.000000000000000,0.000000000000000,0.685198837479000,1.000000000000000,1.000000000000000,0.000000000000000,290009.0000000,42
SANA,Sanaga,AF,133009,6491252,49,6457447,49,5907529,44,6350625,48,4,3,10.000000000000000,650,230,50,5,2,"Cameroon, Central African Republic",0.000000000000000,0.000000000000000,1052.056176620000087,0.000000000000000,0.000000000000000,6.000000000000000,4605120.0000000,35
SASS,Sassandra,AF,68124,5183267,76,6191135,91,6080713,89,6918273,102,1,0,6.000000000000000,450,140,30,3,2,"Cote d'Ivoire, Guinea",0.000000000000000,0.000000000000000,573.839130761999968,0.000000000000000,0.000000000000000,2.000000000000000,5549110.0000000,81
SBKU,Sebuku,AS,3070,6322,2,13720,4,46022,15,58190,19,0,0,0.000000000000000,1060,0,0,3,2,"Indonesia, Malaysia",0.000000000000000,0.000000000000000,188.904772406999996,0.000000000000000,0.000000000000000,0.000000000000000,20087.6992188,7
SCRO,St. Croix,NA,4262,24647,6,23984,6,20983,5,20454,5,6,0,0.000000000000000,610,20,10,1,2,"Canada, United States of America",4.000000000000000,2.000000000000000,472.723695451000026,1.000000000000000,1.000000000000000,8.000000000000000,23062.8007812,5
SEIN,Seine,EU,73632,16186639,220,16490858,224,14797341,201,15018425,204,10,0,0.000000000000000,280,8350,1560,3,2,"Belgium, France",1.000000000000000,0.000000000000000,393.257877871999995,1.000000000000000,1.000000000000000,104.000000000000000,16663600.0000000,226
SENG,Senegal,AF,448379,9801016,22,10804930,24,10746100,24,11981321,27,3,2,13.000000000000000,90,3000,1190,3,4,"Guinea, Mali, Mauritania, Senegal",12.000000000000000,1.000000000000000,1875.299844419999999,21.000000000000000,60.000000000000000,4.000000000000000,9758730.0000000,22
SENO,Seno Union/Serrano,SA,8648,8113,1,1172,0,7193,1,8050,1,0,0,0.000000000000000,460,40,0,3,2,"Argentina, Chile",3.000000000000000,0.000000000000000,537.008517277000010,0.000000000000000,0.000000000000000,0.000000000000000,3847.6999512,0
SEPK,Sepik,AS,79778,1083279,14,1238159,16,1409717,18,1554302,19,0,0,0.000000000000000,1810,40,10,3,2,"Indonesia, Papua New Guinea",1.000000000000000,0.000000000000000,1921.078025790000083,1.000000000000000,1.000000000000000,0.000000000000000,1317680.0000000,17
SGTY,Song Tien Yen,AS,1159,65574,57,72487,63,92375,80,96297,83,0,0,0.000000000000000,null,null,null,N/A,2,"China, Viet Nam",2.000000000000000,0.000000000000000,17.435723278600001,0.000000000000000,0.000000000000000,0.000000000000000,80311.2031250,69
SHLD,Schelde,EU,19740,9705552,492,9678031,490,8943944,453,9122270,462,0,0,0.000000000000000,390,8450,1500,2,3,"Belgium, France, Netherlands",6.000000000000000,1.000000000000000,229.217042684999996,5.000000000000000,6.000000000000000,16.000000000000000,10743600.0000000,544
SHUR,Shu/Chu,AS,75489,2235540,30,2278981,30,2243461,30,2398671,32,2,0,0.000000000000000,60,4540,2490,2,2,"Kazakhstan, Kyrgyzstan",6.000000000000000,0.000000000000000,949.512329086000022,3.000000000000000,4.000000000000000,14.000000000000000,2643220.0000000,35
SIOL,Sixaola,NA,2857,53681,19,59789,21,51966,18,56701,20,0,0,0.000000000000000,1620,50,10,2,2,"Costa Rica, Panama",1.000000000000000,1.000000000000000,24.344158239599999,0.000000000000000,0.000000000000000,0.000000000000000,52825.3007812,18
SJAF,St. John (Africa),AF,16318,995285,61,1241071,76,1250849,77,1346426,83,0,0,1.000000000000000,1690,10,0,3,2,"Guinea, Liberia",0.000000000000000,1.000000000000000,39.926551939500001,0.000000000000000,0.000000000000000,0.000000000000000,991268.0000000,61
SJNA,St. John (North America),NA,55056,445757,8,452648,8,403666,7,408018,7,5,0,0.000000000000000,640,580,40,1,2,"Canada, United States of America",5.000000000000000,0.000000000000000,1838.097624239999959,0.000000000000000,0.000000000000000,18.000000000000000,441481.0000000,8
SJUA,San Juan,NA,41360,4192581,101,4299201,104,4012652,97,4168924,101,1,0,8.000000000000000,1210,1110,230,5,2,"Costa Rica, Nicaragua",1.000000000000000,0.000000000000000,9434.510633050000251,6.000000000000000,6.000000000000000,9.000000000000000,3410720.0000000,82
SKAG,Skagit,NA,8207,77803,9,79867,10,78278,10,81835,10,4,0,0.000000000000000,1280,310,60,1,2,"Canada, United States of America",5.000000000000000,0.000000000000000,119.714585447999994,1.000000000000000,1.000000000000000,6.000000000000000,96968.2031250,12
SLAW,St. Lawrence,NA,810629,50950808,63,51880333,64,46352728,57,46736335,58,171,0,2.000000000000000,490,55580,3610,1,2,"Canada, United States of America",30.000000000000000,3.000000000000000,75030.385172099995543,46.000000000000000,48.000000000000000,428.000000000000000,48777900.0000000,60
SMAR,San Martin,SA,360,96,0,24,0,600,2,646,2,0,0,0.000000000000000,30,20,10,3,2,"Argentina, Chile",3.000000000000000,1.000000000000000,5.135071379280000,0.000000000000000,0.000000000000000,0.000000000000000,94.0879974,0
SMBK,Sembakung,AS,10253,49021,5,68832,7,131805,13,159892,16,0,0,0.000000000000000,1330,70,20,3,2,"Indonesia, Malaysia",0.000000000000000,0.000000000000000,217.055155310000004,0.000000000000000,0.000000000000000,0.000000000000000,54534.3984375,5
SPAU,St. Paul,AF,20317,1350052,66,1526310,75,1666098,82,1866621,92,1,0,6.000000000000000,1750,30,10,3,2,"Guinea, Liberia",0.000000000000000,0.000000000000000,63.249183765799998,0.000000000000000,0.000000000000000,1.000000000000000,1218050.0000000,60
SRTA,Sarata,EU,1237,62113,50,54481,44,49039,40,47523,38,0,0,0.000000000000000,110,210,120,3,2,"Moldova, Republic of, Ukraine",2.000000000000000,0.000000000000000,6.457646252080000,2.000000000000000,2.000000000000000,0.000000000000000,43358.6992188,35
SRTU,Sarstun,NA,2165,60937,28,66794,31,130384,60,147148,68,0,0,0.000000000000000,0,0,0,3,2,"Belize, Guatemala",0.000000000000000,0.000000000000000,64.175848555200005,0.000000000000000,0.000000000000000,0.000000000000000,62990.1015625,29
STKN,Stikine,NA,50877,282,0,677,0,247,0,236,0,0,0,1.000000000000000,870,0,0,1,2,"Canada, United States of America",2.000000000000000,2.000000000000000,1053.544955329999993,0.000000000000000,0.000000000000000,2.000000000000000,786.1010132,0
STUM,Struma,EU,16828,1101457,65,1042546,62,898984,53,872656,52,4,1,1.000000000000000,220,1490,700,4,4,"Bulgaria, Greece, Republic of North Macedonia, Serbia",4.000000000000000,1.000000000000000,119.898820834000006,1.000000000000000,1.000000000000000,12.000000000000000,833985.0000000,50
SUCT,Suchiate,NA,1409,566570,402,598867,425,627151,445,693566,492,0,0,0.000000000000000,1470,270,60,2,2,"Guatemala, Mexico",2.000000000000000,1.000000000000000,8.457580158720001,0.000000000000000,0.000000000000000,0.000000000000000,530441.0000000,376
SUJF,Suifen He,AS,16820,674727,40,699074,42,549250,33,540864,32,0,0,0.000000000000000,150,190,50,3,2,"China, Russian Federation",5.000000000000000,0.000000000000000,71.953717738899996,2.000000000000000,2.000000000000000,4.000000000000000,589781.0000000,35
SULK,Sulak,EU,14151,510738,36,557171,39,614224,43,663211,47,2,0,0.000000000000000,230,360,150,3,2,"Georgia, Russian Federation",1.000000000000000,0.000000000000000,69.116492804299995,1.000000000000000,3.000000000000000,8.000000000000000,661158.0000000,47
TAFN,Tafna,AF,7264,1580789,218,1625432,224,1602319,221,1674086,230,3,0,0.000000000000000,40,1140,560,3,2,"Algeria, Morocco",0.000000000000000,0.000000000000000,16.111580445100000,0.000000000000000,0.000000000000000,5.000000000000000,1642930.0000000,226
TAGU,Tagus/Tejo,EU,71190,8457347,119,9945516,140,8889739,125,9012447,127,48,0,1.000000000000000,270,7970,3140,1,2,"Portugal, Spain",6.000000000000000,1.000000000000000,453.616526038000018,11.000000000000000,11.000000000000000,121.000000000000000,10003100.0000000,141
TAKU,Taku,NA,17496,16,0,137,0,7,0,7,0,0,0,0.000000000000000,670,0,0,1,2,"Canada, United States of America",2.000000000000000,2.000000000000000,375.350198413999976,3.000000000000000,3.000000000000000,0.000000000000000,0.0000000,0
TALA,Talas,AS,45425,959373,21,1075741,24,798513,18,824846,18,2,0,0.000000000000000,130,3360,1980,2,2,"Kazakhstan, Kyrgyzstan",5.000000000000000,0.000000000000000,274.629889207000019,3.000000000000000,4.000000000000000,4.000000000000000,1027550.0000000,23
TAMI,Tami,AS,78702,657836,8,802552,10,1746538,22,2638341,34,0,0,0.000000000000000,1800,50,10,3,2,"Indonesia, Papua New Guinea",0.000000000000000,0.000000000000000,1757.496603099999902,0.000000000000000,0.000000000000000,0.000000000000000,1632900.0000000,21
TANA,Tana,EU,16887,4415,0,3593,0,3481,0,3409,0,0,0,0.000000000000000,340,0,0,2,2,"Finland, Norway",3.000000000000000,1.000000000000000,1532.037962269999980,0.000000000000000,0.000000000000000,0.000000000000000,7083.9101562,0
TANO,Tano,AF,16773,2091920,125,2262164,135,2102288,125,2222978,133,0,0,3.000000000000000,400,150,20,3,2,"Cote d'Ivoire, Ghana",0.000000000000000,0.000000000000000,106.084302852999997,0.000000000000000,0.000000000000000,0.000000000000000,1942820.0000000,116
TEMA,Temash,NA,472,2035,4,2578,5,4887,10,5375,11,0,0,0.000000000000000,1530,90,10,3,2,"Belize, Guatemala",0.000000000000000,0.000000000000000,44.860140365399999,0.000000000000000,0.000000000000000,0.000000000000000,1530.8000488,3
TERK,Terek,EU,43009,3693914,86,3936337,92,3663190,85,3773558,88,0,0,0.000000000000000,360,3060,1280,3,2,"Georgia, Russian Federation",1.000000000000000,0.000000000000000,231.333005686000007,1.000000000000000,1.000000000000000,7.000000000000000,3948050.0000000,92
TIGR,Tigris-Euphrates/Shatt al Arab,AS,868989,68486190,79,80159718,92,74441798,86,82804133,95,33,0,50.000000000000000,170,111710,60930,3,6,"Iran  (Islamic Republic of), Iraq, Jordan, Saudi Arabia, Syrian Arab Republic, Turkey",18.000000000000000,1.000000000000000,12543.388683400000446,361.000000000000000,549.000000000000000,165.000000000000000,79185600.0000000,91
TIJU,Tijuana,NA,4430,1730517,391,2080620,470,2029550,458,2096910,473,4,0,1.000000000000000,90,1420,340,1,2,"Mexico, United States of America",11.000000000000000,1.000000000000000,12.904316779100000,12.000000000000000,14.000000000000000,5.000000000000000,1710430.0000000,386
TJWA,Tjeroaka-Wanggoe,AS,8049,198496,25,259180,32,51511,6,68936,9,0,0,0.000000000000000,960,10,0,3,2,"Indonesia, Papua New Guinea",0.000000000000000,0.000000000000000,87.718778863500006,0.000000000000000,0.000000000000000,0.000000000000000,146934.0000000,18
TORN,Torne/Tornealven/Tornionjoki,EU,40838,44472,1,34122,1,30619,1,29583,1,1,0,0.000000000000000,420,10,0,1,3,"Finland, Norway, Sweden",6.000000000000000,1.000000000000000,7853.047412760000043,0.000000000000000,0.000000000000000,3.000000000000000,53946.8007812,1
TRIM,Tarim,AS,1097858,10738335,10,12210217,11,11992760,11,12684076,12,0,4,10.000000000000000,10,51130,17700,5,6,"Aksai Chin, China, Jammu and Kashmir, Kazakhstan, Kyrgyzstan, Tajikistan",14.000000000000000,0.000000000000000,9680.808255910000298,6.000000000000000,10.000000000000000,38.000000000000000,12088700.0000000,11
TULM,Tuloma,EU,27005,123714,5,131850,5,110672,4,103287,4,1,0,0.000000000000000,400,610,40,3,2,"Finland, Russian Federation",1.000000000000000,0.000000000000000,2990.602852859999985,0.000000000000000,0.000000000000000,2.000000000000000,277107.0000000,10
TUMB,Tumbes,SA,5371,320598,60,309122,58,222506,41,229412,43,0,0,2.000000000000000,240,800,270,3,2,"Ecuador, Peru",5.000000000000000,0.000000000000000,19.166751920700001,3.000000000000000,3.000000000000000,0.000000000000000,205760.0000000,38
TUMN,Tumen,AS,33345,2664599,80,2667389,80,2651302,80,2667854,80,3,0,2.000000000000000,180,640,220,4,3,"China, Dem People's Rep of Korea, Russian Federation",11.000000000000000,3.000000000000000,172.242053765999998,29.000000000000000,113.000000000000000,28.000000000000000,2416770.0000000,72
UBLZ,Umbeluzi,AF,9778,2865836,293,3158903,323,2734364,280,3108997,318,3,0,0.000000000000000,290,280,90,1,3,"Eswatini, Mozambique, South Africa",2.000000000000000,1.000000000000000,145.235498213000000,3.000000000000000,5.000000000000000,3.000000000000000,3115200.0000000,319
UMBA,Umba,AF,6674,560472,84,642075,96,371170,56,407103,61,0,0,0.000000000000000,110,120,50,3,2,"Kenya, United Republic of Tanzania",2.000000000000000,0.000000000000000,9.439123573510001,0.000000000000000,0.000000000000000,0.000000000000000,272342.0000000,41
UNUK,Unuk,NA,2472,16,0,8,0,0,0,0,0,0,0,0.000000000000000,null,null,null,N/A,2,"Canada, United States of America",2.000000000000000,0.000000000000000,54.517994460300002,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000,0
VAGR,Vanimo-Green,AS,2670,17242,6,16625,6,38234,14,43602,16,0,0,0.000000000000000,860,0,0,3,2,"Indonesia, Papua New Guinea",0.000000000000000,0.000000000000000,6.266355043440000,0.000000000000000,0.000000000000000,0.000000000000000,11141.9003906,4
VCHT,Vecht,EU,10610,2569027,242,2589953,244,2319326,219,2337437,220,0,0,0.000000000000000,null,null,null,N/A,2,"Germany, Netherlands",1.000000000000000,0.000000000000000,310.236709345000008,0.000000000000000,0.000000000000000,2.000000000000000,2927780.0000000,276
VDVA,Valdivia,SA,10239,417951,41,356779,35,254331,25,255916,25,0,0,1.000000000000000,1380,320,70,3,2,"Argentina, Chile",3.000000000000000,0.000000000000000,540.192261531999975,0.000000000000000,0.000000000000000,0.000000000000000,321178.0000000,31
VENT,Venta,EU,11901,268648,23,266476,22,224768,19,214674,18,0,0,0.000000000000000,390,30,10,3,2,"Latvia, Lithuania",0.000000000000000,0.000000000000000,200.855769063999986,1.000000000000000,1.000000000000000,2.000000000000000,251150.0000000,21
VFSN,Vefsna,EU,4150,2082,1,2078,1,3200,1,3137,1,0,0,0.000000000000000,null,null,null,N/A,2,"Norway, Sweden",1.000000000000000,0.000000000000000,211.817382503000005,0.000000000000000,0.000000000000000,0.000000000000000,3418.9399414,1
VJSE,Vijose,EU,6816,294070,43,217922,32,142089,21,122216,18,0,8,8.000000000000000,700,590,320,4,2,"Albania, Greece",2.000000000000000,0.000000000000000,23.981175331399999,1.000000000000000,1.000000000000000,6.000000000000000,116001.0000000,17
VLKA,Velaka,EU,1075,7190,7,7652,7,13024,12,12806,12,0,0,0.000000000000000,210,140,60,3,2,"Bulgaria, Turkey",2.000000000000000,0.000000000000000,0.439812983782000,2.000000000000000,2.000000000000000,0.000000000000000,4850.1401367,5
VOLG,Volga,EU,1411749,51675436,37,52617679,37,47155359,33,47293952,34,17,0,0.000000000000000,190,25000,5170,2,2,"Kazakhstan, Russian Federation",3.000000000000000,1.000000000000000,58701.462634900002740,3.000000000000000,5.000000000000000,115.000000000000000,61284900.0000000,43
VOLT,Volta,AF,411243,34494180,84,38797529,94,36738536,89,41274902,100,37,0,8.000000000000000,180,1090,290,2,6,"Benin, Burkina Faso, Cote d'Ivoire, Ghana, Mali, Togo",6.000000000000000,2.000000000000000,6771.646067169999696,16.000000000000000,35.000000000000000,93.000000000000000,33351000.0000000,81
